"","x"
"1",0.0700999900795358
"2",-0.125861280729045
"3",0.410456467654891
"4",0
"5",0.555958802859725
"6",-0.0953124663141817
"7",0
"8",0.093165648526725
"9",-0.171863561238468
"10",0.231134280145496
"11",-0.118775140089641
"12",-0.337789495202155
"13",0.772952490032285
"14",-0.261924926920013
"15",-0.0261823973679148
"16",0.385947822739208
"17",-0.586876772018025
"18",0.0434369365028198
"19",0.461097282997331
"20",0.25821603793863
"21",0.882392360641975
"22",0.521026579956669
"23",0.190250365378191
"24",0.358584375948516
"25",-0.274620980030523
"26",0.477821812007942
"27",-0.751622436770348
"28",0.0162834620962356
"29",0.231531916536869
"30",-0.389948698806722
"31",0.522480702490868
"32",0.738356531547986
"33",0.927251831741206
"34",0.740540698448009
"35",0.391613980336742
"36",0.520942481677168
"37",0.597891129551193
"38",0.475811690951867
"39",0.0927352533097665
"40",0.186703885211783
"41",0.210838647539749
"42",-0.202949668044493
"43",-0.240799251085406
"44",0.852874022981518
"45",0.988428392890768
"46",0.123922572741737
"47",0.382446679337279
"48",0.120249148097874
"49",-0.330908915176058
"50",-0.524994494851787
"51",-0.45843022676871
"52",0.403355705682545
"53",0
"54",0.528689012094906
"55",0.175729525150811
"56",-0.0505959561723815
"57",0.358485476553191
"58",0
"59",0.198764663018032
"60",0.741300790850351
"61",0.282703764321359
"62",0
"63",0
"64",0.765458628104269
"65",-0.444194547460598
"66",0.571150368782845
"67",0.808155985678501
"68",0.553580947289072
"69",0.518797901010507
"70",0.630783651437454
"71",-0.0463984503721696
"72",0
"73",0.234847947043723
"74",0.669183897201218
"75",0.359183743299533
"76",-0.322969732816366
"77",-0.038158118118893
"78",0.582444774908382
"79",-0.369271646883541
"80",0.600413992779151
"81",0.62019944323009
"82",0.932328893367889
"83",0.414650010938279
"84",0.114023606504453
"85",0.611543138026102
"86",0.220411183130341
"87",0.158880540437133
"88",0.262268596488401
"89",-0.333313653495048
"90",0.815847193730366
"91",0.77040219949657
"92",0.921078005307393
"93",0.758635735039497
"94",0
"95",-0.120043123027705
"96",0.123246595213562
"97",0.4167059147399
"98",-0.194029801648727
"99",0.514447273463655
"100",0.712081907931422
"101",-1
"102",0.169021984459005
"103",0.841988333201871
"104",0
"105",0.472221807467089
"106",0.455290599499377
"107",-0.249032573063237
"108",0.126199175642758
"109",-0.369986920687241
"110",0.0297397745525589
"111",0
"112",0
"113",-0.217610699560165
"114",0.794395372275688
"115",0
"116",0
"117",0.499755083793202
"118",0
"119",0
"120",0.213606221215893
"121",0.593756134956881
"122",-0.149115160890087
"123",0.430039033170114
"124",-0.125957907684545
"125",0.753645917271836
"126",0.661428923227483
"127",0.557081346622896
"128",0.519843009239058
"129",0.229948928447194
"130",0.276833106183853
"131",0
"132",0.163972668678558
"133",0.151861793407336
"134",0.878747714267919
"135",0.179838991377607
"136",-0.194236234732757
"137",0.194568284213658
"138",0.19550893473849
"139",0.280687573921331
"140",0.514471770658698
"141",0.933712726714206
"142",0.869407503939878
"143",0.927562619779466
"144",0.511653014964536
"145",-0.117632064041732
"146",-0.143653020072809
"147",0.0658617313926348
"148",0.498061130795314
"149",0.306973607359677
"150",0.32212525343062
"151",0.497640364485013
"152",0.767395293374765
"153",0.780234175539391
"154",-0.0512108301754643
"155",0.408479496483597
"156",-0.214908521920796
"157",0.224802095770484
"158",0.861447739447762
"159",0.587447689409182
"160",0.0574729264140151
"161",0.53558800964225
"162",0.70412428458567
"163",0.754742673464323
"164",0.588971804623601
"165",0.634652401591335
"166",0.414147030837703
"167",0.0313857568781271
"168",0.143816045628686
"169",0.485831525245588
"170",0.517310297438025
"171",0.884208715165909
"172",0.616526474167663
"173",0.428560058617184
"174",0.627154969137945
"175",0.537694365411652
"176",0.134287828704161
"177",-0.00034257872408706
"178",0.344708024200737
"179",0.642331362486083
"180",0.439569451921497
"181",0.51288298455841
"182",0.150691488001082
"183",0.586413033661128
"184",-0.0491812284245212
"185",0.411847661699053
"186",0.953289443553636
"187",0.277770473018698
"188",-0.256384920924998
"189",-0.0374444339762604
"190",0.0778872782025949
"191",0.569934125824279
"192",0.0355645844325259
"193",0.859816984335197
"194",0.752776894741456
"195",-0.120892083597959
"196",0.244237767390508
"197",0.509977708104476
"198",0.137976397692409
"199",0.180674859662093
"200",-0.176075326994902
"201",0.0777425375765657
"202",-0.596740473478801
"203",0.664926870340566
"204",0.214640985875771
"205",0.316220328762595
"206",0.248690465301645
"207",0.115998526732207
"208",0
"209",0.262482756030352
"210",0
"211",-0.198611025234089
"212",-0.134829289141444
"213",0.09141236606092
"214",0
"215",0.539590266901653
"216",0.579027742823614
"217",0.471099944951853
"218",0
"219",-0.607147367530884
"220",0.193411276647111
"221",0.137730933561277
"222",0.127941895528936
"223",0.192031472738046
"224",0.743934313943496
"225",0.528513562978563
"226",0.482250573313026
"227",-0.0890073348395115
"228",0.275548819352175
"229",0.639828986871731
"230",-0.115956289747644
"231",1
"232",0.97071403504775
"233",0.194374687720149
"234",0.532767861936867
"235",-0.411344439209705
"236",0.463163758249253
"237",0.195404989154627
"238",0.416207207650254
"239",0.411912869526006
"240",0.610590132000838
"241",0.268414112639709
"242",0.735399745275363
"243",-0.590956187604054
"244",0.301744888070237
"245",0.262726877145301
"246",0.138041239024515
"247",0.792192569075088
"248",-0.448592344970192
"249",0.83160183706639
"250",-0.0148463131286312
"251",0.639861879079476
"252",0.533834070642079
"253",0.679541727398351
"254",0.479185520239983
"255",-0.259335860202962
"256",0.128071263811131
"257",0.347233449455645
"258",0.463324904868355
"259",0.837937098205562
"260",0.85096905979558
"261",-0.0815739202007938
"262",0
"263",-0.153001180227138
"264",0.888795413726739
"265",0.135394369215239
"266",-0.119673028739009
"267",0.391959159575281
"268",-0.230895953922705
"269",0.806795306333893
"270",0.671247459349738
"271",-0.146891949730403
"272",0.686518286601391
"273",-0.15928878733279
"274",-0.398401582096023
"275",-0.0296621767686175
"276",0.402164978919191
"277",0.866763840684708
"278",0
"279",0.634015170701955
"280",0.315137755751551
"281",0.366914005917875
"282",0.752045648296147
"283",-0.0653930748486763
"284",0.883199620799459
"285",0.340318808662763
"286",0.685658044579396
"287",0.549239435829748
"288",0.42438109766935
"289",0.594638122894304
"290",0.938824750600604
"291",0.177081951353017
"292",0.84239342676164
"293",0
"294",0.331631599697565
"295",0.298505103480178
"296",0.940471083413151
"297",0.330162343355381
"298",0.827262253810678
"299",0.333314457839228
"300",0.00476414287749945
"301",0.620191757475061
"302",0.64191640250558
"303",0.92082586228535
"304",0.0631366830029928
"305",0.247227115467345
"306",0.661801341301165
"307",0.843392618989959
