"","x"
"279",0.56560923038201
"280",0.72845220595871
"281",0.186033309656198
"282",-1
"283",0.371507831006919
"284",-0.88686531033659
"285",-0.0635545209497989
"286",0.244165043657212
"287",0.491028498653818
"288",-0.429201000478327
"289",-0.0108713825811999
"290",NA
"291",0.39434330576403
"292",0.556382455613732
"293",0
"294",-0.565515542517549
"295",0.795078447213078
"296",0.801209866049314
"297",0.370074598162731
"298",0.691767070185586
"299",-0.32817473175212
"300",-0.821430946898056
"301",0.607158255269395
"302",-0.687253823689801
"303",0.462066135260345
"304",0.788738930915407
"305",0.00934630657635003
"306",0.00908851609864069
"307",0.694959161251914
"308",0.212409426335733
"309",-0.371718087217254
"310",-0.1998693235758
"311",-0.588688216229091
"312",0
"313",0.400709123744933
"314",0.613329576270997
"315",0.463099485893665
"316",0.699313301641108
"317",0.179894512560327
"318",0
"319",0.753223424306018
"320",NA
"321",0.123222765952876
"322",0.724995769240304
"323",0
"324",-0.0915864912866617
"325",-0.00536462551495198
"326",0.392228701407446
"327",0.0237693986091924
"328",0.0831191385031782
"329",-0.347144888577462
"330",-0.268948942572546
"331",-0.636732414214789
"332",0.12298987354267
"333",-0.179567919788122
"334",0.373539903369751
"335",-0.589379150514609
"336",0.432989275888491
"337",0
"338",-0.140502258810503
"339",0.449389300119361
"340",-0.389822523877092
"341",-0.399367841985138
"342",0.605906041246784
"343",0.137934893235802
"344",-0.48442529803045
"345",-0.419447254325015
"346",0.752806625895033
"347",0.160874419502732
"348",-0.345028058480477
"349",0.292889220010971
"350",0.385642997909143
"351",0.089349458439145
"352",-0.436543246150624
"353",0.858787852003699
"354",-0.469698136681002
"355",0.942588059061254
"356",0.0191083619290563
"357",0.674912725729166
"358",0.209270322158033
"359",-0.48114172392654
"360",0.535828032889371
"361",NA
"362",0
"363",0.182133095963017
"364",-0.559189313533984
"365",-0.166450647575998
"366",0.143158550592156
"367",0.0481004859925167
"368",NA
"369",0
"370",-0.0563446731281154
"371",-0.0887409395525982
"372",0.580695217799977
"373",NA
"374",0
"375",0.61588756152274
"376",0.153293133446621
"377",-1
"378",NA
"379",0.143029735196411
"380",-0.919538988682078
"381",0
"382",1
"383",0.0566750845099445
"384",0.115666466127227
"385",0.6479513713924
"386",0.159743166847756
"387",-0.126971069634901
"388",-0.158755057439526
"389",0.585617376028085
"390",NA
"391",0
"392",0
"393",0.326961177258585
"394",0.292353607072722
"395",-0.593576459011342
"396",0
"397",0
"398",0.529276944802885
"399",0
"400",0.22458538485658
"401",-0.685540486440347
"402",0.323537279485402
"403",-0.0702530559158335
"404",-0.252972028070817
"405",0
"406",0.7639932290888
"407",0.134435747851709
"408",NA
"409",-0.205081841793106
"410",0.760272843287371
"411",0.21543267147869
"412",0.958414571403584
"413",1
"414",NA
"415",0.435973452653241
"416",0.0640581603057147
"417",-0.320637391847472
"418",-0.325968115303818
"419",0.68331220486055
"420",1
"421",NA
"422",-0.0493921142321974
"423",-1
"424",0.151834233817658
"425",-0.349280649809849
"426",0.761037941913266
"427",-1
"428",1
"429",0.349569341495653
"430",0.953451008579513
"431",-0.525332904899401
"432",0
"433",0.176810165670235
"434",0.758331235529205
"435",0.593618513407982
"436",1
"437",-1
"438",0.531321174818257
"439",-0.465579771899606
"440",0.332307140298081
"441",-0.161532858843551
"442",0.13991013271872
"443",0.606597966284698
"444",0.0347822168457504
"445",-0.104953498883204
"446",NA
"447",-0.0125997282595269
"448",-0.467344346911549
"449",0.273416510083703
"450",0.401181391778671
"451",0.589965326788465
"452",0.0418789408790672
"453",0.204490635981593
"454",0.822703148050082
"455",0.77333156350777
"456",0.681878084988883
"457",0.757434883793985
"458",-0.0810980797860459
"459",0.0803200924193807
"460",0.565581027147638
"461",0.68944955288474
"462",0.099892038585579
"463",0.487539796821728
"464",0.320716563486672
"465",0.0246212632126966
"466",-0.518726309710763
"467",0.173855776184318
"468",0.362337640662679
"469",-0.451814137787724
"470",0
"471",-1
"472",0.965396775081087
"473",0.653147538670826
"474",0.037045158398624
"475",0.0857814764395715
"476",0.41926813153884
"477",0.244779286599238
"478",NA
"479",-0.587173840440108
"480",-0.718633158202269
"481",0.206461543358783
"482",0.283286961536455
"483",0.307220617187297
"484",-0.585472497803569
"485",-0.253862820449848
"486",0.131069067886213
"487",0
"488",-0.203732542199192
"489",-1
"490",NA
"491",-0.659150542360977
"492",-0.98247435398354
"493",NA
"494",NA
"495",-0.0133147311168059
"496",NA
"497",0.170129689464348
"498",-0.795018558120796
"499",0.167095049585606
"500",-0.061431202986973
"501",0.218387827668611
"502",0.480712813290334
"503",-0.438674215159528
"504",-0.156805094976528
"505",0.0975777218142985
"506",0.47846907780547
"507",0
"508",-0.464257951575832
"509",NA
"510",0.581334681255568
"511",0.604426720165208
"512",0.504210489831767
"513",0.294220860650922
"514",NA
"515",0.954097863406982
"516",0.239072676299052
"517",0
"518",0.0515177561224281
"519",-0.444621228841079
"520",-0.634225506347411
"521",1
"522",0.650725416550868
"523",0.28521319272003
"524",-0.0443917511374923
"525",-0.327486092014667
"526",NA
"527",0.579444486328053
"528",-0.653158797071807
"529",0.0788352280989957
"530",-0.125569343190481
"531",-0.131456241587147
"532",-0.391129297984061
"533",0.666815269152436
"534",0
"535",0
"536",0.74571578225294
"537",0.145496767836292
"538",0.345294916381366
"539",-0.986816398283325
"540",-0.532199381827722
"541",0.51346588365071
"542",0.378836478961533
"543",-0.26801575401612
"544",0.689716173155813
"545",0.609753870842456
"546",NA
"547",0.421581686063761
"548",0.214201080881551
"549",0.643547658878383
"550",-0.524239248002817
"551",0.503898336190208
"552",0.346945276646315
"553",-0.162243382546894
"554",-0.229158952755287
"555",0.521033781605389
"556",0.0202531517783165
"557",-0.108391254771423
"558",-0.844986169482566
"559",0.273670476292201
"560",1
"561",0.172478063544707
"562",-0.246566121101507
"563",-0.558944589872116
"564",0.0458713349378322
"565",NA
"566",0.926455788408293
"567",0.157067189039382
"568",0.893610143407818
"569",-1
"570",0.30760207986413
"571",-0.217639245328563
"572",1
"573",-0.162137397209752
"574",0.694467676595943
"575",NA
"576",-0.667863398838487
"577",-0.224365102908385
"578",0.537883596940317
"579",0.497600964915716
"580",0.6745765213783
"581",-0.223090616485865
"582",NA
"583",0.680257585978587
"584",-0.338927652829668
"585",-0.488087401456628
"586",-0.148213365379176
"587",0.287487970810152
"588",0.193247271365736
"589",0.387155495157866
"590",0
"591",-0.18807826870277
"592",-0.505115136950298
"593",0.39525796028384
"594",0.0479081141396812
"595",0.530862324421828
"596",-0.636368708109934
"597",-0.0737785159278833
"598",-0.520531157882138
"599",0.147460288468019
"600",-0.194052008065398
"601",0.39845480670795
"602",0.254187704978744
"603",-0.880764635455542
"604",-0.488860706265896
"605",0.635386691047225
"606",0.903662782428349
"607",-1
"608",-0.630094576660516
"609",0.64889593490701
"610",-0.452756812290942
"611",0.173096741896073
"612",-1
"613",-0.235706609701486
"614",0.85753449686768
"615",0.993204914107466
"616",0.805014003072667
"617",0.590164395126473
"618",0.229884880504222
"619",0.537457206225473
"620",NA
"621",0.265835191200979
"622",-0.247344485016281
"623",0.358436568218151
"624",0.370491787704351
"625",-1
"626",0.312563560798225
"627",0.989689109516773
"628",0.60761608542476
"629",-0.339421953157921
"630",0.244404692438319
"631",0.311540657135093
"632",0
"633",0.337287796192835
"634",0.422893284027958
"635",0.0889053313485665
"636",0.343897998406658
"637",0.685520517064743
"638",0.724002418799343
"639",1
"640",-0.0514060522182721
"641",NA
"642",-0.135732476594856
"643",1
"644",-1
"645",0.306993275107614
"646",0.123304134493614
"647",-1
"648",0
"649",0
"650",-0.437988462924901
"651",0.726965976700262
"652",0.377259748570906
"653",-0.506607340235261
"654",0
"655",1
"656",-0.0943277266622855
"657",0.232889064771593
"658",-0.801129784686282
"659",0.744336487257522
"660",0.012287155788288
"661",0.308239417555185
"662",-0.131944763012255
"663",0.494154048598706
"664",0.1148742370932
"665",0.798137884468968
"666",-0.90849052699944
"667",0
"668",0
"669",-0.0122345035734382
"670",0
"671",0.591735529195871
"672",-0.412164181828097
"673",-0.423229830742619
"674",-0.999292682215508
"675",-0.13542323808572
"676",-0.180208696523908
"677",0.0190406006285254
"678",0.191358968724804
"679",-0.764867211549494
"680",0.437067195938524
"681",NA
"682",0.387674620214721
"683",-0.525350855454954
"684",0.200440531299938
"685",-0.340644396604842
"686",0.877840187564002
"687",0
"688",0.807233178697947
"689",0.771572492221793
"690",0.483187521673747
"691",NA
"692",0.20064997567873
"693",-1
"694",1
"695",NA
"696",0
"697",NA
"698",-0.168519503282242
"699",-0.271597705000005
"700",-0.295740493699688
"701",0.262751342157173
"702",-0.5672544775301
"703",-0.0980844750192003
"704",0.693397397974604
"705",1
"706",0.0248244172904346
"707",-0.216756614833288
"708",0.195946666220939
"709",-0.825753349004881
"710",0.927156702514796
"711",0.314350843491917
"712",0.0751634880643369
"713",-0.0417990764303587
"714",0.405819409765583
"715",0.841266292886469
"716",0.488409664340677
"717",0
"718",0.0620587039876413
"719",-1
"720",0
"721",0.52360829275447
"722",0.311007804830334
"723",0
"724",-0.129230328277449
"725",0
"726",-0.265130643507119
"727",0
"728",-0.0106787063069383
"729",-0.223408928277721
"730",-0.874332934531093
"731",1
"732",NA
"733",NA
"734",0.372181398793378
"735",0.217806246245672
"736",NA
"737",-0.224219569918426
"738",NA
"739",0.132994238823781
"740",NA
"741",0.990448109310913
"742",1
"743",0.385847972933697
"744",0
"745",-0.222203989813132
"746",0.0731497284913469
"747",0.0969261663177849
"748",0
"749",-0.138661928202253
"750",-0.588127212735508
"751",-0.211076086422873
"752",-0.0814050763358734
"753",-0.0303882301833011
"754",0
"755",0
"756",0
"757",0
"758",0
"759",0.0117084501294979
"760",-0.354331755017796
"761",-0.312562774187189
"762",0.785063987671747
"763",0
"764",-0.986284245010423
"765",0
"766",0
"767",0
"768",0
"769",0
"770",0.745642704844191
"771",-1
"772",0
"773",0
"774",0
"775",-0.250419255804817
"776",0.19887280602337
"777",-0.426845670039427
"778",0
"779",0
"780",0.631029844166406
"781",0.0161494421567147
"782",0.858012791047126
"783",0
"784",0.490675111658237
"785",0.50310338493256
"786",NA
"787",-0.378157995281102
"788",0.757344266593155
"789",0.0468989609127607
"790",NA
"791",0.710065708311736
"792",0
"793",0.807530013839334
"794",-0.0719263590282778
"795",0.672081830803513
"796",-0.0227829689765414
"797",-0.0415866012172181
"798",NA
"799",0.749261784850403
"800",-0.180190549530876
"801",0.727125468563582
"802",0.128102038589863
"803",0.0772645673215013
"804",NA
"805",1
"806",NA
"807",1
"808",-0.906733935431803
"809",1
"810",-0.547711821688438
"811",0.498839961258149
"812",0.695405051464167
"813",0.927920948576169
"814",0.167569196013576
"815",0.140147264272508
"816",NA
"817",-0.00796460166688842
"818",NA
"819",-0.217743973108025
"820",0.568338689542916
"821",-0.386560363923917
"822",-0.110477785488561
"823",0.297987407370304
"824",0.282319648400753
"825",0.640473621237168
"826",-0.387713420559705
"827",0.437153291967401
"828",-0.638570021579779
"829",-0.266680202474679
"830",0.75728906101873
"831",0.442515938924161
"832",0.196405867004128
"833",-0.0894810569744249
"834",0
"835",0
"836",0
"837",0.00551388559745615
"838",-0.603668409773914
"839",0
"840",0.534248826841596
"841",-0.0177781776091554
"842",0.706168099230232
"843",0
"844",0
"845",0.616419061477302
"846",-0.154592387795803
"847",-0.162045182022419
"848",0
"849",0
"850",0.785997641014796
"851",0
"852",-0.452738896094152
"853",0
"854",0.493761600741255
"855",0
"856",-1
"857",0
"858",-0.0436736170338182
"859",0.704158070744473
"860",-0.258614044670412
"861",-0.474533712501338
"862",0.477899630604166
"863",0.0835852997272084
"864",0.647133657034523
"865",0.352805672259913
"866",0
"867",0.464304326551662
"868",0.0815296455000054
"869",1
"870",0.420423606657633
"871",-0.361457824667329
"872",-0.0615009171178851
"873",0.778742086723127
"874",0
"875",0.193200527970783
"876",0.0738769832503468
"877",-0.135344122708065
"878",0.0216919710897582
"879",0.81311262738553
"880",-0.0978999913628154
"881",0.94314034810481
"882",-0.353527767318749
"883",0
"884",0.198297666731948
"885",0.331604080014183
"886",0.0587102277967377
"887",0.784203939399526
"888",0.0883428758850986
"889",0.127225422513467
"890",0.712263769262012
"891",0.403873463991763
"892",-0.737215603817519
"893",0.866387451010595
"894",0.921716518529992
"895",0.107791188488776
"896",0.183824440635624
"897",-0.533889827407562
"898",0
"899",0.223312473122171
"900",-0.426960875522214
"901",0.75877188160173
"902",0.575564509526557
"903",0.504064258541701
"904",0.716578639341139
"905",-0.99722716117586
"906",-0.676462925252257
"907",0
"908",0.647156146185949
"909",0
"910",0
"911",-0.0599246562425859
"912",-0.704313826859816
"913",-0.548838544487823
"914",-0.742505724627153
"915",0.65457835585952
"916",0.227134990603262
"917",-0.464618065240785
"918",0.278541790011882
"919",0.0102063892267908
"920",0.0406635482117108
"921",0
"922",0.0783869631642238
"923",-0.340275983874885
"924",-0.0539002963540716
"925",-0.515899702029835
"926",-1
"927",NA
"928",0.326684276357555
"929",0.112012697880319
"930",0.374558840450138
"931",-0.859208212882214
"932",0
"933",0.999918040364374
"934",0.201684441784473
"935",0.799163505130468
"936",0.307174278198353
"937",0
"938",0.674517546060147
"939",-0.321075323426623
"940",0.739473553991401
"941",0.274695536733272
"942",0.262289533173674
"943",-0.038937571361019
"944",NA
"945",0
"946",0
"947",-0.546242497236882
"948",0.51699951417204
"949",0
"950",0.420441205570952
"951",0
"952",-0.315315600095078
"953",0
"954",0
"955",0
"956",NA
"957",0
"958",0.120440673138715
"959",0
"960",0
"961",0
"962",0.351666903911614
"963",0
"964",NA
"965",0.586851568590616
"966",0.642461813308527
"967",0
"968",-0.247322257039458
"969",0
"970",-0.268763583477814
"971",0.107815990278648
"972",0
"973",-0.353653793470716
"974",-1
"975",0.595199516599795
"976",0.242090616704225
"977",0.808938384628405
"978",-1
"979",0.485863640796214
"980",0.143936485247973
"981",NA
"982",0
"983",0.0152891389176375
"984",1
"985",0.610619621221552
"986",NA
"987",0.0676971973722045
"988",-1
"989",0.170086015421699
"990",0.24058164527577
"991",0.851260270349651
"992",0.50801670647249
"993",-0.15189846139625
"994",NA
"995",0
"996",0.904754627715389
"997",0.469096524512259
"998",0.49043941486855
"999",0.893424752893797
"1000",-0.263709689166658
"1001",0.342243391522324
"1002",0
"1003",0
"1004",0
"1005",0.0738661624220392
"1006",0.796945668315295
"1007",0.642550327101404
"1008",0
"1009",NA
"1010",0.915093484233555
"1011",0.816376736413788
"1012",0
"1013",-0.331402336421426
"1014",0.579208873141322
"1015",0.59116014378608
"1016",0.799256534010618
"1017",0.312914874741129
"1018",0.425260419128913
"1019",-0.342938241981103
"1020",-0.236983013103877
"1021",0.526246575991334
"1022",0.583272334113958
"1023",-0.115041121712551
"1024",-0.551028102780761
"1025",0.228669304217978
"1026",NA
"1027",-0.604198754025406
"1028",1
"1029",0.837103626790086
"1030",-0.281770010392956
"1031",0
"1032",0.493536035051286
"1033",-0.0257791855792507
"1034",0.0169950468895536
"1035",0
"1036",-0.245894317354926
"1037",0.0475108647218557
"1038",0.0419602668591942
"1039",0.119604862494436
"1040",0
"1041",-1
"1042",0.013577801214491
"1043",0.0313018637059438
"1044",0.0519590067117903
"1045",0.131363775569709
"1046",0
"1047",0.514146674318849
"1048",0.880644653985109
"1049",0
"1050",-0.786454569768069
"1051",0
"1052",0
"1053",0
"1054",0
"1055",0
"1056",0
"1057",-1
"1058",-0.879944747170334
"1059",0
"1060",0.00831328259675892
"1061",0.64814547439399
"1062",0.421736097618442
"1063",1
"1064",0.222360876384433
"1065",0.103786403325745
"1066",0.777266122214094
"1067",-1
"1068",-0.857010716155789
"1069",0
"1070",NA
"1071",0
"1072",0.600232786012184
"1073",0
"1074",0.876654435705552
"1075",-0.328717882411744
"1076",0
"1077",NA
"1078",0
"1079",0
"1080",0
"1081",0
"1082",0
"1083",0.24192527659558
"1084",1
"1085",0.149473723487567
"1086",NA
"1087",NA
"1088",-0.0199218620250016
"1089",0.536453316591725
"1090",-0.146651293713122
"1091",0.606642503273482
"1092",0
"1093",0
"1094",NA
"1095",NA
"1096",0
"1097",-0.406857810493256
"1098",0.856824178743364
"1099",NA
"1100",NA
"1101",NA
"1102",0.0331373544490752
"1103",0.131767393071607
"1104",0
"1105",NA
"1106",0
"1107",0.523820806680779
"1108",0
"1109",NA
"1110",0.703154731955073
"1111",0.0189675626492642
"1112",NA
"1113",0.625934799611775
"1114",0
"1115",1
"1116",0.217369489450594
"1117",-0.0475311700552962
"1118",-0.0646446572635192
"1119",-0.264167543580594
"1120",0.185039053730206
"1121",1
"1122",0
"1123",0.561645497075754
"1124",-0.033618283493183
"1125",-0.681517799627433
"1126",-0.0196726641195416
"1127",0.331388149279437
"1128",-0.105617516710592
"1129",1
"1130",-0.229725678877899
"1131",0
"1132",0.723405359757817
"1133",-0.178401584315546
"1134",0.05105796344865
"1135",-0.595496097972786
"1136",-0.79602525435566
"1137",0.0641633734313469
"1138",NA
"1139",0.875925415993792
"1140",0
"1141",0
"1142",-0.113106450038408
"1143",-0.430065622530055
"1144",-0.155533882258772
"1145",0
"1146",0
"1147",0
"1148",0
"1149",0
"1150",0
"1151",-0.600159017189829
"1152",0
"1153",0.101209035609956
"1154",-0.868026228712585
"1155",0.452709310477449
"1156",0.972066255685537
"1157",0.225907892577235
"1158",0.984082859599807
"1159",0
"1160",NA
"1161",NA
"1162",NA
"1163",0
"1164",0.232101912167014
"1165",0.406157246607985
"1166",0
"1167",0.690705058947457
"1168",0.311120383452949
"1169",0.574054519064682
"1170",-0.307538650517105
"1171",0
"1172",-0.212648429414127
"1173",0.447268426130324
"1174",-0.196089355770631
"1175",-0.522025238329952
"1176",1
"1177",0
"1178",-1
"1179",-0.345376045278919
"1180",0
"1181",0
"1182",NA
"1183",0.0510189197327603
"1184",0.326009818644885
"1185",0.173074225249255
"1186",1
"1187",0.680087488723758
"1188",0.145498888584612
"1189",-1
"1190",0
"1191",-0.326422260101712
"1192",0
"1193",-1
"1194",0.21905069733369
"1195",0
"1196",0.0821994172361727
"1197",-0.201420907533649
"1198",0.056015410678876
"1199",0
"1200",0.753590571225295
"1201",NA
"1202",1
"1203",-0.186416291632819
"1204",0.178613931174694
"1205",0
"1206",0
"1207",0.0887559102278955
"1208",0.973793104195806
"1209",0
"1210",0
"1211",0
"1212",0
"1213",0
"1214",0
"1215",0
"1216",0
"1217",0
"1218",0
"1219",0
"1220",0
"1221",0
"1222",0
"1223",0
"1224",0
"1225",0
"1226",0
"1227",0
"1228",0
"1229",0
"1230",0
"1231",0
"1232",0
"1233",0
"1234",0
"1235",0
"1236",0
"1237",0
"1238",0
"1239",0
"1240",0
"1241",0
"1242",0
"1243",0
"1244",0
"1245",0
"1246",0
"1247",0
"1248",0
"1249",0
"1250",0
"1251",0
"1252",0
"1253",0
"1254",0
"1255",0
"1256",0
"1257",0
"1258",0
"1259",0
"1260",0
"1261",0
"1262",0
"1263",0
"1264",0
"1265",0
"1266",0
"1267",0
"1268",0
"1269",0
"1270",0
"1271",0
"1272",0
"1273",0
"1274",0
"1275",0
"1276",0
"1277",0
"1278",0
"1279",0
"1280",0
"1281",0
"1282",0
"1283",0
"1284",0
"1285",0
"1286",0
"1287",0
"1288",0
"1289",0
"1290",0
"1291",0
"1292",0
"1293",0
"1294",0
"1295",0
"1296",0
"1297",0
"1298",0
"1299",0
"1300",0
"1301",0
"1302",0
"1303",0
"1304",0
"1305",0
"1306",0
"1307",0
"1308",0
"1309",0
"1310",0
"1311",0
"1312",0
"1313",0
"1314",0
"1315",0
"1316",0
"1317",0
"1318",0
"1319",0
"1320",0
"1321",0
"1322",0
"1323",0
"1324",0
"1325",0
"1326",0
"1327",0
"1328",0
"1329",0
"1330",0
"1331",0
"1332",0
"1333",0
"1334",0
"1335",0
"1336",0
"1337",0
"1338",0
"1339",0
"1340",0
"1341",0
"1342",0
"1343",0
"1344",0
"1345",0
"1346",0
"1347",0
"1348",0
"1349",0
"1350",0
"1351",0
"1352",0
"1353",0
"1354",0
"1355",0
"1356",0
"1357",0
"1358",0
"1359",0
"1360",0
"1361",0
"1362",0
"1363",0
"1364",0
"1365",0
"1366",0
"1367",0
"1368",0
"1369",0
"1370",0
"1371",0
"1372",0
"1373",0
"1374",0
"1375",0
"1376",0
"1377",0
"1378",0
"1379",0
"1380",0
"1381",0
"1382",0
"1383",0
"1384",0
"1385",0
"1386",0
"1387",0
"1388",0
"1389",0
"1390",0
"1391",0
"1392",0
"1393",0
"1394",0
"1395",0
"1396",0
"1397",0
"1398",0
"1399",0
"1400",0
"1401",0
"1402",0
"1403",0
"1404",0
"1405",0
"1406",0
"1407",0
"1408",0
"1409",0
"1410",0
"1411",0
"1412",0
"1413",0
"1414",0
"1415",0
"1416",0
"1417",0
"1418",0
"1419",0
"1420",0
"1421",0
"1422",0
"1423",0
"1424",0
"1425",0
"1426",0
"1427",0
"1428",0
"1429",0
"1430",0
"1431",0
"1432",0
"1433",0
"1434",0
"1435",0
"1436",0
"1437",0
"1438",0
"1439",0
"1440",0
"1441",0
"1442",0
"1443",0
"1444",0
"1445",0
"1446",0
"1447",0
"1448",0
"1449",0
"1450",0
"1451",0
"1452",0
"1453",0
"1454",0
"1455",0
"1456",0
"1457",0
"1458",0
"1459",0
"1460",0
"1461",0
"1462",0
"1463",0
"1464",0
"1465",0
"1466",0
"1467",0
"1468",0
"1469",0
"1470",0
"1471",0
"1472",0
"1473",0
"1474",0
"1475",0
"1476",0
"1477",0
"1478",0
"1479",0
"1480",0
"1481",0
"1482",0
"1483",0
"1484",0
"1485",0
"1486",0
"1487",0
"1488",0
"1489",0
"1490",0
"1491",0
"1492",0
"1493",0
"1494",0
"1495",0
"1496",0
"1497",0
"1498",0
"1499",0
"1500",0
"1501",0
"1502",0
"1503",0
"1504",0
"1505",0
"1506",0
"1507",0
"1508",0
"1509",0
"1510",0
"1511",0
"1512",0
"1513",0
"1514",0
"1515",0
"1516",0
"1517",0
"1518",0
"1519",0
"1520",0
"1521",0
"1522",0
"1523",0
"1524",0
